,state,college,cases,college_size_category,distance_educ_offered,admissions_total,freshmen_enrollment,admissions_men,admissions_women,number_freshmen_submitting_sat,number_freshmen_submitting_act,sat_ebrw_25,sat_ebrw_75,sat_math_25,sat_math_75,act_comp_25,act_comp_75,act_english_25,act_english_75,act_math_25,act_math_75,football_conference,region,status_reopening,stay_at_home_order,large_gatherings,restaurant_limits,bar_closures,face_coverings,class_plan,total_enrollment,percent_infected,greater_than_5
1229,Utah,Brigham Young University,3665.0,5.0,1.0,7086.0,5731.0,2928.0,4158.0,1715.0,5152.0,610.0,710.0,600.0,710.0,26.0,31.0,26.0,34.0,25.0,30.0,Other,West,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Required for Certain Employees,Primarily in person,34499,0.1062349633322705,1
1232,Utah,Southern Utah University,401.0,4.0,1.0,9596.0,1884.0,4237.0,5354.0,1779.0,233.0,510.0,630.0,510.0,610.0,20.0,27.0,20.0,27.0,19.0,26.0,Big Sky Conference,West,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Required for Certain Employees,Primarily online,10196,0.039329148685759124,0
1233,Utah,University of Utah,2208.0,5.0,1.0,15159.0,4249.0,7345.0,7814.0,1114.0,3342.0,573.0,680.0,570.0,700.0,22.0,29.0,22.0,31.0,22.0,28.0,Pacific-12 Conference,West,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Required for Certain Employees,Primarily online,33023,0.0668624897798504,1
1234,Utah,Utah State University,2217.0,5.0,1.0,13894.0,4411.0,6587.0,7307.0,673.0,3975.0,530.0,660.0,520.0,650.0,21.0,28.0,20.0,29.0,19.0,27.0,Mountain West Conference,West,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Required for Certain Employees,Hybrid,27932,0.07937133037376486,1
1237,Utah,Westminster College - UT,121.0,2.0,1.0,1530.0,283.0,569.0,961.0,102.0,198.0,505.0,655.0,490.0,640.0,19.0,29.0,17.0,30.0,19.0,28.0,Not applicable,West,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Required for Certain Employees,Primarily in person,2477,0.04884941461445297,0
1239,Vermont,Castleton University,3.0,2.0,1.0,1819.0,397.0,903.0,916.0,350.0,48.0,470.0,560.0,450.0,558.0,18.0,22.0,15.0,21.0,17.0,23.0,Eastern Collegiate Football Conference,Northeast,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Fully online,2196,0.001366120218579235,0
1240,Vermont,Champlain College,10.0,2.0,1.0,3090.0,524.0,1542.0,1548.0,285.0,97.0,570.0,670.0,540.0,650.0,24.0,29.0,23.0,30.0,22.0,28.0,Not applicable,Northeast,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,4531,0.0022070183182520413,0
1247,Vermont,University of Vermont,110.0,4.0,1.0,12943.0,2636.0,4764.0,8179.0,2084.0,821.0,600.0,680.0,580.0,680.0,26.0,31.0,25.0,34.0,25.0,29.0,Not applicable,Northeast,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,13395,0.008212019410227697,0
1250,Virginia,Bluefield College,83.0,2.0,1.0,1525.0,188.0,810.0,715.0,137.0,77.0,450.0,540.0,450.0,530.0,16.0,22.0,14.0,21.0,15.0,22.0,Mid-South Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Hybrid,1156,0.07179930795847751,1
1251,Virginia,Bridgewater College,45.0,2.0,1.0,4225.0,487.0,1527.0,2698.0,457.0,96.0,490.0,600.0,470.0,580.0,18.0,25.0,16.0,24.0,16.0,24.0,Old Dominion Athletic Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Primarily in person,1857,0.024232633279483037,0
1253,Virginia,Eastern Mennonite University,29.0,2.0,1.0,927.0,204.0,356.0,571.0,179.0,36.0,490.0,620.0,490.0,600.0,19.0,26.0,17.0,26.0,17.0,26.0,Not applicable,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Primarily in person,1444,0.02008310249307479,0
1254,Virginia,Emory & Henry College,103.0,2.0,1.0,1203.0,271.0,509.0,694.0,204.0,102.0,490.0,600.0,470.0,570.0,18.0,25.0,17.0,25.0,18.0,24.0,Old Dominion Athletic Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Primarily online,1246,0.0826645264847512,1
1255,Virginia,Ferrum College,54.0,2.0,1.0,2758.0,355.0,1378.0,1380.0,253.0,50.0,440.0,540.0,420.0,520.0,16.0,21.0,14.0,21.0,16.0,23.0,Old Dominion Athletic Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Other,1124,0.04804270462633452,0
1256,Virginia,George Mason University,297.0,5.0,1.0,16962.0,3763.0,8132.0,8830.0,2720.0,301.0,560.0,660.0,550.0,660.0,24.0,30.0,23.0,31.0,22.0,28.0,Not applicable,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Hybrid,37316,0.007959052417193697,0
1257,Virginia,Hampden-Sydney College,112.0,1.0,0.0,1755.0,228.0,1753.0,2.0,202.0,68.0,540.0,670.0,520.0,650.0,20.0,27.0,20.0,27.0,17.0,25.0,Old Dominion Athletic Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Fully in person,1072,0.1044776119402985,1
1261,Virginia,Liberty University,1046.0,5.0,1.0,21603.0,5280.0,7666.0,13937.0,2525.0,1513.0,530.0,640.0,510.0,620.0,21.0,28.0,21.0,30.0,18.0,27.0,Division I-AA Independents,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Primarily in person,79152,0.013215079846371538,0
1264,Virginia,Marymount University,85.0,2.0,1.0,2684.0,392.0,857.0,1827.0,170.0,32.0,480.0,600.0,460.0,590.0,16.0,25.0,14.0,23.0,15.0,24.0,Not applicable,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Hybrid,3418,0.0248683440608543,0
1266,Virginia,Old Dominion University,243.0,5.0,1.0,12293.0,3145.0,5300.0,6993.0,2085.0,399.0,500.0,600.0,480.0,580.0,18.0,24.0,16.0,23.0,17.0,24.0,Conference USA,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Primarily in person,24176,0.01005129053606883,0
1268,Virginia,Randolph College,1.0,1.0,1.0,1054.0,143.0,385.0,669.0,130.0,28.0,490.0,600.0,480.0,580.0,19.0,25.0,17.0,25.0,17.0,23.0,Not applicable,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Primarily online,626,0.001597444089456869,0
1269,Virginia,Randolph-Macon College,55.0,2.0,0.0,1744.0,432.0,793.0,951.0,392.0,96.0,540.0,630.0,510.0,610.0,20.0,26.0,20.0,26.0,18.0,25.0,Old Dominion Athletic Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Primarily online,1488,0.03696236559139785,0
1270,Virginia,Roanoke College,78.0,2.0,1.0,4079.0,553.0,1540.0,2539.0,451.0,127.0,540.0,640.0,510.0,620.0,21.0,28.0,21.0,29.0,20.0,27.0,Not applicable,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Hybrid,2014,0.038728897715988087,0
1271,Virginia,Shenandoah University,153.0,2.0,1.0,1727.0,503.0,695.0,1032.0,446.0,105.0,510.0,610.0,490.0,590.0,18.0,26.0,17.0,26.0,17.0,25.0,Old Dominion Athletic Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Hybrid,3817,0.040083835472884466,0
1272,Virginia,Southern Virginia University,11.0,2.0,0.0,696.0,301.0,301.0,395.0,112.0,189.0,477.0,612.0,487.0,590.0,19.0,26.0,18.0,27.0,17.0,25.0,Old Dominion Athletic Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Primarily in person,1023,0.010752688172043012,0
1275,Virginia,University of Mary Washington,47.0,2.0,1.0,4438.0,891.0,1431.0,3007.0,688.0,161.0,560.0,660.0,520.0,620.0,23.0,29.0,22.0,31.0,20.0,27.0,Not applicable,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Primarily online,4727,0.009942881320076159,0
1277,Virginia,University of Virginia,1372.0,5.0,1.0,9778.0,3920.0,4304.0,5474.0,3105.0,1350.0,670.0,740.0,670.0,780.0,30.0,34.0,31.0,35.0,28.0,34.0,Atlantic Coast Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Primarily online,24639,0.05568407808758472,1
1278,Virginia,University of Virginia's College at Wise,37.0,2.0,1.0,565.0,282.0,263.0,302.0,221.0,73.0,500.0,590.0,470.0,570.0,18.0,25.0,16.0,24.0,17.0,25.0,South Atlantic Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Primarily online,2065,0.01791767554479419,0
1279,Virginia,Virginia Commonwealth University,541.0,5.0,1.0,14890.0,4401.0,5356.0,9534.0,3816.0,749.0,550.0,640.0,520.0,620.0,21.0,28.0,21.0,29.0,19.0,26.0,Not applicable,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Primarily in person,30697,0.017623872039612992,0
1280,Virginia,Virginia Military Institute,125.0,2.0,0.0,902.0,482.0,757.0,145.0,416.0,147.0,550.0,640.0,540.0,630.0,21.0,28.0,21.0,26.0,22.0,26.0,Big South Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Primarily in person,1685,0.07418397626112759,1
1281,Virginia,Virginia State University,7.0,2.0,0.0,7333.0,1066.0,2310.0,5023.0,872.0,128.0,430.0,510.0,400.0,500.0,15.0,20.0,14.0,19.0,15.0,18.0,Central Intercollegiate Athletic Association,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Fully online,4385,0.0015963511972633979,0
1282,Virginia,Virginia Tech,1726.0,5.0,1.0,22393.0,7651.0,12620.0,9773.0,6680.0,1936.0,590.0,680.0,590.0,710.0,25.0,31.0,24.0,32.0,25.0,30.0,Atlantic Coast Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Primarily in person,34683,0.04976501456044748,0
1283,Virginia,Virginia Union University,17.0,2.0,0.0,2639.0,234.0,973.0,1666.0,183.0,32.0,400.0,470.0,370.0,459.0,14.0,17.0,12.0,16.0,14.0,17.0,Central Intercollegiate Athletic Association,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Other,1552,0.01095360824742268,0
1284,Virginia,Virginia Wesleyan University,29.0,2.0,1.0,1785.0,344.0,651.0,1134.0,299.0,37.0,480.0,600.0,470.0,580.0,20.0,28.0,20.0,30.0,18.0,26.0,Not applicable,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Primarily in person,1437,0.020180932498260265,0
1285,Virginia,Washington and Lee University,154.0,2.0,0.0,1147.0,462.0,546.0,601.0,253.0,209.0,670.0,730.0,690.0,770.0,32.0,34.0,34.0,35.0,29.0,33.0,Old Dominion Athletic Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Closed,Required for General Public,Primarily in person,2223,0.0692757534862798,1
1289,Washington,Central Washington University,225.0,4.0,1.0,9356.0,2172.0,3922.0,5434.0,1671.0,436.0,470.0,580.0,480.0,590.0,17.0,24.0,15.0,23.0,16.0,24.0,Great Northwest Athletic Conference,West,Paused,Lifted,>25_prohibited,New Service Limits,Closed,Required for General Public,Primarily in person,12342,0.018230432668935342,0
1294,Washington,Eastern Washington University,287.0,4.0,1.0,5069.0,1826.0,1992.0,3077.0,1680.0,365.0,460.0,570.0,460.0,560.0,17.0,24.0,15.0,23.0,16.0,23.0,Big Sky Conference,West,Paused,Lifted,>25_prohibited,New Service Limits,Closed,Required for General Public,Primarily online,12633,0.022718277527111534,0
1295,Washington,Evergreen State College,4.0,2.0,0.0,1275.0,260.0,390.0,885.0,179.0,69.0,490.0,648.0,470.0,560.0,19.0,25.0,16.0,25.0,16.0,24.0,Not applicable,West,Paused,Lifted,>25_prohibited,New Service Limits,Closed,Required for General Public,Primarily online,3327,0.0012022843402464682,0
1296,Washington,Gonzaga University,253.0,3.0,1.0,5745.0,1248.0,2523.0,3203.0,905.0,581.0,600.0,670.0,600.0,690.0,25.0,30.0,25.0,33.0,25.0,29.0,Not applicable,West,Paused,Lifted,>25_prohibited,New Service Limits,Closed,Required for General Public,Hybrid,7563,0.033452333730001324,0
1304,Washington,Pacific Lutheran University,19.0,2.0,1.0,3165.0,597.0,1139.0,2013.0,359.0,121.0,550.0,650.0,530.0,640.0,24.0,29.0,23.0,31.0,22.0,27.0,Division III Independents,West,Paused,Lifted,>25_prohibited,New Service Limits,Closed,Required for General Public,Hybrid,3207,0.005924540068599937,0
1308,Washington,Saint Martin's University,2.0,2.0,1.0,1548.0,337.0,522.0,1026.0,280.0,81.0,480.0,590.0,490.0,580.0,17.0,24.0,16.0,24.0,17.0,24.0,Not applicable,West,Paused,Lifted,>25_prohibited,New Service Limits,Closed,Required for General Public,Hybrid,1607,0.0012445550715619166,0
1310,Washington,Seattle Pacific University,14.0,2.0,1.0,3975.0,638.0,1098.0,2877.0,546.0,202.0,510.0,630.0,510.0,620.0,19.0,26.0,19.0,27.0,17.0,26.0,Not applicable,West,Paused,Lifted,>25_prohibited,New Service Limits,Closed,Required for General Public,Hybrid,3688,0.003796095444685466,0
1311,Washington,Seattle University,61.0,3.0,1.0,6253.0,930.0,2129.0,4124.0,723.0,345.0,580.0,660.0,570.0,660.0,24.0,30.0,23.0,32.0,23.0,28.0,Not applicable,West,Paused,Lifted,>25_prohibited,New Service Limits,Closed,Required for General Public,Primarily online,7291,0.008366479220957344,0
1318,Washington,University of Washington,958.0,5.0,1.0,23592.0,6992.0,10441.0,13151.0,5638.0,2100.0,600.0,700.0,620.0,770.0,27.0,33.0,25.0,35.0,26.0,33.0,Pacific-12 Conference,West,Paused,Lifted,>25_prohibited,New Service Limits,Closed,Required for General Public,Primarily online,47400,0.02021097046413502,0
1319,Washington,University of Washington Bothell,14.0,3.0,1.0,3145.0,829.0,1425.0,1720.0,689.0,207.0,500.0,620.0,520.0,640.0,19.0,28.0,17.0,26.0,19.0,28.0,Not applicable,West,Paused,Lifted,>25_prohibited,New Service Limits,Closed,Required for General Public,Primarily online,5970,0.0023450586264656616,0
1320,Washington,University of Washington Tacoma,31.0,3.0,1.0,1769.0,655.0,752.0,1017.0,580.0,80.0,490.0,600.0,490.0,590.0,16.0,24.0,15.0,22.0,17.0,24.0,Not applicable,West,Paused,Lifted,>25_prohibited,New Service Limits,Closed,Required for General Public,Primarily online,5354,0.005790063503922301,0
1322,Washington,Washington State University,1407.0,5.0,1.0,16247.0,4812.0,6713.0,9534.0,4106.0,1169.0,510.0,620.0,510.0,610.0,20.0,26.0,19.0,25.0,18.0,26.0,Pacific-12 Conference,West,Paused,Lifted,>25_prohibited,New Service Limits,Closed,Required for General Public,Primarily online,31478,0.0446978842366097,0
1324,Washington,Western Washington University,30.0,4.0,1.0,9502.0,3116.0,3695.0,5807.0,2644.0,777.0,540.0,650.0,520.0,630.0,22.0,28.0,21.0,30.0,20.0,27.0,Not applicable,West,Paused,Lifted,>25_prohibited,New Service Limits,Closed,Required for General Public,Primarily online,16121,0.0018609267415172757,0
1326,Washington,Whitman College,10.0,2.0,0.0,2697.0,425.0,1084.0,1613.0,192.0,109.0,630.0,710.0,610.0,740.0,28.0,33.0,30.0,35.0,25.0,31.0,Not applicable,West,Paused,Lifted,>25_prohibited,New Service Limits,Closed,Required for General Public,Primarily online,1475,0.006779661016949152,0
1327,Washington,Whitworth University,120.0,2.0,1.0,3488.0,683.0,1319.0,2169.0,518.0,190.0,530.0,650.0,520.0,640.0,21.0,29.0,21.0,29.0,20.0,27.0,Northwest Conference,West,Paused,Lifted,>25_prohibited,New Service Limits,Closed,Required for General Public,Primarily in person,2776,0.043227665706051875,0
1328,West Virginia,Alderson Broaddus University,59.0,1.0,1.0,1846.0,271.0,1224.0,622.0,193.0,75.0,430.0,530.0,430.0,530.0,16.0,22.0,15.0,22.0,16.0,22.0,Great Midwest Athletic Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,911,0.06476399560922064,1
1329,West Virginia,Bethany College - WV,16.0,1.0,1.0,1096.0,185.0,570.0,526.0,142.0,130.0,440.0,570.0,450.0,550.0,16.0,23.0,18.0,25.0,16.0,23.0,Presidents' Athletic Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,581,0.027538726333907058,0
1330,West Virginia,Bluefield State College,18.0,2.0,1.0,444.0,200.0,147.0,297.0,107.0,113.0,390.0,480.0,390.0,500.0,16.0,21.0,15.0,21.0,15.0,19.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,1275,0.01411764705882353,0
1331,West Virginia,Concord University,75.0,2.0,1.0,1545.0,372.0,634.0,911.0,311.0,260.0,450.0,560.0,450.0,540.0,17.0,23.0,16.0,23.0,16.0,23.0,Mountain East Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,2040,0.03676470588235294,0
1332,West Virginia,Davis & Elkins College,71.0,1.0,1.0,771.0,213.0,262.0,509.0,123.0,85.0,470.0,570.0,450.0,570.0,18.0,23.0,16.0,24.0,16.0,23.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,793,0.08953341740226986,1
1333,West Virginia,Fairmont State University,75.0,2.0,1.0,2315.0,780.0,821.0,1494.0,667.0,566.0,470.0,570.0,440.0,540.0,18.0,23.0,16.0,23.0,16.0,22.0,Mountain East Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,3947,0.019001773498859894,0
1335,West Virginia,Marshall University,353.0,4.0,1.0,5605.0,1769.0,2334.0,3271.0,1333.0,1474.0,480.0,590.0,460.0,560.0,19.0,25.0,19.0,25.0,17.0,24.0,Conference USA,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,13204,0.026734322932444713,0
1338,West Virginia,University of Charleston,93.0,2.0,1.0,1228.0,282.0,406.0,822.0,52.0,94.0,490.0,600.0,450.0,543.0,19.0,24.0,18.0,24.0,17.0,24.0,Mountain East Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,2623,0.035455585207777356,0
1340,West Virginia,West Virginia State University,74.0,2.0,1.0,2138.0,279.0,870.0,1268.0,101.0,178.0,430.0,550.0,420.0,530.0,17.0,22.0,16.0,22.0,16.0,20.0,Mountain East Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,3692,0.020043336944745395,0
