,state,college,cases,college_size_category,distance_educ_offered,admissions_total,freshmen_enrollment,admissions_men,admissions_women,number_freshmen_submitting_sat,number_freshmen_submitting_act,sat_ebrw_25,sat_ebrw_75,sat_math_25,sat_math_75,act_comp_25,act_comp_75,act_english_25,act_english_75,act_math_25,act_math_75,football_conference,region,status_reopening,stay_at_home_order,large_gatherings,restaurant_limits,bar_closures,face_coverings,class_plan,total_enrollment,percent_infected,greater_than_5
1138,South Dakota,University of Sioux Falls,66.0,2.0,1.0,1764.0,297.0,568.0,1196.0,11.0,286.0,500.0,610.0,570.0,620.0,20.0,25.0,19.0,24.0,20.0,25.0,Northern Sun Intercollegiate Conference,Midwest,Reopened,-,Lifted,-,Reopened,-,Fully in person,1615,0.04086687306501548,0
1139,South Dakota,University of South Dakota,264.0,3.0,1.0,3830.0,1321.0,1367.0,2463.0,69.0,1198.0,500.0,600.0,490.0,580.0,19.0,25.0,18.0,25.0,18.0,25.0,Missouri Valley Conference,Midwest,Reopened,-,Lifted,-,Reopened,-,Primarily in person,10066,0.026226902443870454,0
1140,Tennessee,Austin Peay State University,318.0,4.0,1.0,7044.0,1716.0,2611.0,4433.0,20.0,1454.0,490.0,570.0,470.0,600.0,19.0,24.0,17.0,24.0,17.0,23.0,Ohio Valley Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Hybrid,10954,0.029030491144787292,0
1141,Tennessee,Belmont University,334.0,3.0,1.0,6675.0,1684.0,2006.0,4669.0,767.0,1210.0,580.0,670.0,550.0,650.0,24.0,29.0,24.0,33.0,22.0,27.0,Not applicable,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Primarily online,8260,0.04043583535108959,0
1142,Tennessee,Bethel University - TN,131.0,2.0,1.0,1391.0,418.0,612.0,779.0,29.0,256.0,470.0,543.0,475.0,560.0,16.0,20.0,14.0,20.0,15.0,18.0,Mid-South Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Primarily in person,5407,0.02422785278342889,0
1143,Tennessee,Carson-Newman University,254.0,2.0,1.0,2674.0,557.0,968.0,1706.0,89.0,494.0,480.0,570.0,443.0,608.0,19.0,29.0,16.0,30.0,18.0,29.0,South Atlantic Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Primarily in person,2560,0.09921875,1
1145,Tennessee,Cumberland University,161.0,2.0,1.0,1729.0,698.0,742.0,987.0,49.0,659.0,440.0,550.0,470.0,550.0,18.0,23.0,18.0,24.0,17.0,23.0,Mid-South Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Other,2405,0.06694386694386695,1
1146,Tennessee,East Tennessee State University,528.0,4.0,1.0,6620.0,1786.0,2478.0,4136.0,280.0,1676.0,490.0,610.0,480.0,570.0,20.0,27.0,20.0,28.0,18.0,25.0,Southern Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Primarily online,14317,0.03687923447649647,0
1147,Tennessee,King University,121.0,2.0,1.0,589.0,205.0,218.0,371.0,67.0,129.0,490.0,600.0,500.0,605.0,20.0,25.0,19.0,25.0,19.0,25.0,Not applicable,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Primarily in person,1948,0.062114989733059546,1
1151,Tennessee,Lincoln Memorial University,195.0,2.0,1.0,768.0,267.0,241.0,527.0,29.0,238.0,500.0,620.0,490.0,590.0,19.0,25.0,20.0,25.0,17.0,25.0,Not applicable,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Primarily in person,4798,0.04064193413922468,0
1152,Tennessee,Lipscomb University,151.0,2.0,1.0,2197.0,613.0,791.0,1406.0,168.0,512.0,550.0,650.0,530.0,640.0,23.0,29.0,23.0,32.0,21.0,27.0,Not applicable,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Primarily in person,4620,0.03268398268398268,0
1153,Tennessee,Maryville College,2.0,2.0,0.0,1367.0,273.0,588.0,779.0,54.0,232.0,518.0,633.0,498.0,633.0,21.0,27.0,20.0,28.0,18.0,26.0,USA South Athletic Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Primarily in person,1146,0.0017452006980802793,0
1154,Tennessee,Middle Tennessee State University,728.0,5.0,1.0,8409.0,3312.0,3861.0,4548.0,71.0,3033.0,510.0,640.0,500.0,620.0,20.0,26.0,20.0,27.0,18.0,25.0,Conference USA,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Hybrid,21631,0.03365540196939577,0
1155,Tennessee,Rhodes College,21.0,2.0,0.0,2328.0,517.0,916.0,1412.0,184.0,373.0,620.0,700.0,600.0,730.0,27.0,32.0,28.0,35.0,25.0,30.0,Southern Athletic Association,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Fully online,2036,0.01031434184675835,0
1158,Tennessee,Tennessee Technological University,897.0,4.0,1.0,5232.0,1705.0,2693.0,2539.0,85.0,1640.0,490.0,630.0,500.0,630.0,21.0,27.0,20.0,27.0,19.0,26.0,Ohio Valley Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Primarily in person,10186,0.08806204594541528,1
1159,Tennessee,Trevecca Nazarene University,34.0,2.0,1.0,1036.0,392.0,363.0,673.0,76.0,313.0,540.0,640.0,530.0,648.0,20.0,26.0,20.0,28.0,18.0,25.0,Not applicable,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Primarily in person,3927,0.008658008658008658,0
1160,Tennessee,Tusculum University,5.0,2.0,1.0,1422.0,293.0,583.0,839.0,82.0,232.0,480.0,578.0,473.0,570.0,18.0,23.0,17.0,24.0,17.0,23.0,South Atlantic Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Primarily in person,1735,0.002881844380403458,0
1161,Tennessee,Union University,62.0,2.0,1.0,1511.0,323.0,436.0,1075.0,68.0,287.0,550.0,660.0,510.0,620.0,22.0,30.0,23.0,32.0,19.0,27.0,Not applicable,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Primarily in person,3247,0.019094548814290114,0
1162,Tennessee,University of Memphis,458.0,5.0,1.0,12525.0,2683.0,4658.0,7855.0,159.0,2574.0,510.0,620.0,500.0,610.0,19.0,26.0,20.0,27.0,18.0,25.0,American Athletic Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Primarily online,21458,0.02134402087799422,0
1163,Tennessee,University of Tennessee at Chattanooga,927.0,4.0,1.0,6719.0,2310.0,2542.0,4139.0,106.0,2258.0,520.0,630.0,510.0,600.0,21.0,26.0,21.0,28.0,19.0,25.0,Southern Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Primarily in person,11638,0.07965286131637739,1
1165,Tennessee,"University of Tennessee, Knoxville",2268.0,5.0,1.0,17160.0,5254.0,7079.0,10081.0,1189.0,4605.0,580.0,660.0,570.0,670.0,24.0,30.0,24.0,33.0,24.0,29.0,Southeastern Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Hybrid,28894,0.07849380494220254,1
1166,Tennessee,Vanderbilt University,816.0,4.0,1.0,3402.0,1604.0,1711.0,1691.0,789.0,837.0,710.0,760.0,750.0,800.0,33.0,35.0,34.0,36.0,31.0,35.0,Southeastern Conference,South,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service,Reopened,Allows Local Officals to Require for General Public,Other,12824,0.06363069245165315,1
1167,Texas,Abilene Christian University,553.0,3.0,1.0,6996.0,932.0,2558.0,4438.0,442.0,442.0,515.0,630.0,500.0,600.0,21.0,28.0,19.0,28.0,18.0,26.0,Southland Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,5204,0.10626441199077633,1
1168,Texas,Angelo State University,294.0,4.0,1.0,2997.0,1436.0,1202.0,1795.0,874.0,926.0,470.0,570.0,460.0,550.0,17.0,23.0,15.0,23.0,17.0,23.0,Lone Star Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,10387,0.028304611533647828,0
1169,Texas,Austin College,97.0,2.0,0.0,2236.0,378.0,938.0,1298.0,255.0,155.0,560.0,660.0,550.0,650.0,24.0,29.0,22.0,30.0,22.0,27.0,Southern Athletic Association,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,1299,0.07467282525019246,1
1171,Texas,Baylor University,1702.0,4.0,1.0,15676.0,3307.0,6702.0,8974.0,1599.0,1696.0,600.0,680.0,600.0,700.0,26.0,32.0,26.0,34.0,25.0,29.0,Big Twelve Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,17217,0.09885578207585526,1
1174,Texas,East Texas Baptist University,1.0,2.0,1.0,1057.0,350.0,534.0,523.0,150.0,195.0,460.0,560.0,460.0,560.0,17.0,22.0,15.0,22.0,16.0,22.0,American Southwest Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,1613,0.0006199628022318661,0
1175,Texas,Hardin-Simmons University,37.0,2.0,1.0,1834.0,479.0,771.0,1063.0,232.0,246.0,483.0,580.0,480.0,570.0,18.0,23.0,17.0,24.0,16.0,23.0,American Southwest Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,2344,0.015784982935153583,0
1176,Texas,Houston Baptist University,2.0,2.0,1.0,6326.0,727.0,2129.0,4197.0,619.0,221.0,510.0,600.0,510.0,580.0,19.0,24.0,17.0,23.0,18.0,24.0,Southland Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,3432,0.0005827505827505828,0
1178,Texas,Lamar University,302.0,4.0,1.0,5237.0,1297.0,1941.0,3296.0,1054.0,412.0,490.0,580.0,470.0,560.0,17.0,23.0,16.0,23.0,16.0,23.0,Southland Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,14783,0.02042887100047352,0
1179,Texas,LeTourneau University,71.0,2.0,1.0,1030.0,362.0,672.0,358.0,242.0,177.0,550.0,650.0,540.0,660.0,22.0,29.0,20.0,29.0,21.0,28.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,3175,0.02236220472440945,0
1180,Texas,Lubbock Christian University,232.0,2.0,1.0,709.0,282.0,253.0,456.0,168.0,114.0,490.0,590.0,470.0,580.0,18.0,25.0,17.0,25.0,17.0,24.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,1805,0.12853185595567868,1
1181,Texas,McMurry University,125.0,2.0,1.0,962.0,259.0,478.0,484.0,172.0,127.0,470.0,560.0,470.0,540.0,18.0,22.0,16.0,22.0,16.0,22.0,American Southwest Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,1132,0.11042402826855123,1
1183,Texas,Midwestern State University,257.0,3.0,1.0,3018.0,866.0,1069.0,1949.0,625.0,387.0,470.0,570.0,460.0,550.0,17.0,22.0,15.0,22.0,16.0,22.0,Lone Star Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,6102,0.04211733857751557,0
1184,Texas,Prairie View A&M University,444.0,3.0,1.0,4963.0,1727.0,1411.0,3552.0,1384.0,734.0,440.0,520.0,430.0,520.0,16.0,20.0,14.0,20.0,16.0,20.0,Southwestern Athletic Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,9516,0.04665825977301387,0
1185,Texas,Rice University,210.0,3.0,1.0,2361.0,964.0,1217.0,1144.0,646.0,318.0,720.0,770.0,750.0,800.0,33.0,35.0,34.0,36.0,31.0,36.0,Conference USA,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,7124,0.029477821448624368,0
1186,Texas,Sam Houston State University,1016.0,5.0,1.0,9649.0,2927.0,3169.0,6480.0,2296.0,1096.0,500.0,580.0,490.0,560.0,19.0,23.0,19.0,26.0,17.0,22.0,Southland Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,21213,0.04789515862914251,0
1187,Texas,Schreiner University,9.0,2.0,1.0,1113.0,310.0,484.0,629.0,251.0,104.0,470.0,560.0,450.0,550.0,17.0,23.0,15.0,21.0,16.0,23.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,1418,0.006346967559943582,0
1189,Texas,Southern Methodist University,920.0,4.0,1.0,6601.0,1544.0,3146.0,3455.0,605.0,854.0,640.0,720.0,660.0,760.0,29.0,33.0,29.0,35.0,27.0,32.0,American Athletic Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,11649,0.07897673620053224,1
1190,Texas,Southwestern University,37.0,2.0,0.0,2337.0,444.0,904.0,1433.0,342.0,225.0,580.0,670.0,560.0,650.0,23.0,29.0,22.0,30.0,23.0,27.0,Southern Collegiate Athletic Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,1434,0.02580195258019526,0
1191,Texas,St. Mary's University,59.0,2.0,1.0,3822.0,545.0,1460.0,2362.0,451.0,179.0,530.0,620.0,510.0,600.0,21.0,26.0,20.0,25.0,19.0,25.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,3648,0.01617324561403509,0
1192,Texas,Stephen F. Austin State University,518.0,4.0,1.0,7246.0,2062.0,2296.0,4950.0,1496.0,1035.0,500.0,600.0,490.0,580.0,19.0,24.0,17.0,24.0,18.0,24.0,Southland Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,13144,0.03940961655508217,0
1194,Texas,Tarleton State University,570.0,4.0,1.0,5639.0,2073.0,2002.0,3636.0,1546.0,1064.0,480.0,580.0,470.0,560.0,18.0,23.0,16.0,22.0,17.0,23.0,Lone Star Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,13109,0.04348157754214662,0
1195,Texas,Texas A&M International University,128.0,3.0,1.0,4269.0,1379.0,1613.0,2656.0,1172.0,557.0,460.0,560.0,450.0,540.0,16.0,20.0,14.0,20.0,16.0,20.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,7884,0.016235413495687467,0
1196,Texas,Texas A&M University-Commerce,296.0,4.0,1.0,4008.0,1146.0,1647.0,2361.0,805.0,580.0,480.0,580.0,470.0,570.0,18.0,24.0,16.0,23.0,17.0,24.0,Lone Star Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,12411,0.023849810651841108,0
1197,Texas,Texas A&M University-Corpus Christi,344.0,4.0,1.0,7871.0,1915.0,2957.0,4914.0,1495.0,784.0,510.0,590.0,500.0,610.0,19.0,24.0,17.0,23.0,17.0,24.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,11929,0.028837287283091626,0
1198,Texas,Texas A&M University-Kingsville,184.0,3.0,1.0,4922.0,987.0,2197.0,2725.0,647.0,550.0,470.0,560.0,470.0,560.0,17.0,22.0,15.0,21.0,16.0,21.0,Lone Star Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,8541,0.021543144830816062,0
1199,Texas,Texas A&M University-San Antonio,94.0,3.0,1.0,3779.0,705.0,1286.0,2493.0,528.0,177.0,470.0,580.0,460.0,550.0,18.0,20.0,17.0,19.0,16.0,19.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,6557,0.01433582430989782,0
1200,Texas,Texas A&M University-Texarkana,107.0,2.0,1.0,2239.0,212.0,834.0,1405.0,95.0,153.0,480.0,580.0,490.0,570.0,19.0,23.0,18.0,23.0,17.0,24.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,2097,0.05102527420123987,1
1201,Texas,Texas Christian University,1591.0,4.0,1.0,8966.0,2159.0,3412.0,5554.0,877.0,1259.0,580.0,670.0,570.0,680.0,25.0,31.0,25.0,34.0,24.0,29.0,Big Twelve Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,10918,0.1457226598278073,1
1203,Texas,Texas Lutheran University,36.0,2.0,0.0,1673.0,419.0,744.0,928.0,362.0,60.0,500.0,580.0,490.0,580.0,20.0,24.0,18.0,23.0,19.0,25.0,Southern Collegiate Athletic Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,1443,0.02494802494802495,0
1204,Texas,Texas Southern University,54.0,3.0,1.0,7772.0,1475.0,2743.0,5029.0,1189.0,449.0,430.0,500.0,410.0,500.0,15.0,18.0,13.0,18.0,15.0,18.0,Southwestern Athletic Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,9732,0.005548705302096177,0
1205,Texas,Texas State University,1224.0,5.0,1.0,19134.0,6362.0,6613.0,12521.0,4685.0,1672.0,510.0,600.0,500.0,580.0,19.0,25.0,18.0,25.0,18.0,24.0,Sun Belt Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,38644,0.03167373977849084,0
1206,Texas,Texas Tech University,3141.0,5.0,1.0,17493.0,6145.0,8341.0,9152.0,3724.0,2386.0,540.0,630.0,530.0,630.0,22.0,27.0,21.0,26.0,20.0,26.0,Big Twelve Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,38209,0.08220576304012144,1
1207,Texas,Texas Wesleyan University,93.0,2.0,1.0,1404.0,325.0,651.0,753.0,217.0,81.0,500.0,580.0,490.0,560.0,19.0,24.0,17.0,22.0,17.0,24.0,Sooner Athletic Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,2236,0.04159212880143113,0
1208,Texas,Trinity University,26.0,2.0,1.0,2837.0,646.0,1309.0,1528.0,353.0,289.0,650.0,720.0,640.0,730.0,29.0,32.0,28.0,35.0,26.0,30.0,Southern Athletic Association,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,2637,0.009859689040576413,0
1210,Texas,University of Dallas,73.0,2.0,1.0,2120.0,382.0,788.0,1332.0,257.0,193.0,590.0,700.0,540.0,660.0,24.0,30.0,23.0,34.0,23.0,28.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,2542,0.028717545239968528,0
1211,Texas,University of Houston,484.0,5.0,1.0,16500.0,5680.0,7825.0,8675.0,5008.0,2030.0,570.0,650.0,570.0,660.0,22.0,27.0,21.0,27.0,21.0,27.0,American Athletic Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,46324,0.010448147828339522,0
1212,Texas,University of Houston-Clear Lake,72.0,3.0,1.0,1032.0,336.0,425.0,607.0,296.0,92.0,510.0,600.0,510.0,590.0,18.0,24.0,17.0,24.0,18.0,24.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,8961,0.008034817542684968,0
1213,Texas,University of Houston-Downtown,32.0,4.0,1.0,4981.0,1467.0,1960.0,3021.0,1306.0,328.0,460.0,540.0,460.0,540.0,16.0,20.0,15.0,20.0,16.0,20.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,14265,0.0022432527164388365,0
1214,Texas,University of Houston-Victoria,40.0,2.0,1.0,3054.0,357.0,1040.0,2014.0,150.0,84.0,470.0,558.0,460.0,530.0,16.0,20.0,14.0,19.0,15.0,19.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,4336,0.00922509225092251,0
1215,Texas,University of Mary Hardin at Baylor,186.0,2.0,1.0,13417.0,868.0,4080.0,9337.0,654.0,413.0,500.0,610.0,500.0,580.0,19.0,25.0,17.0,24.0,17.0,25.0,American Southwest Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,3888,0.047839506172839504,0
1216,Texas,University of North Texas,901.0,5.0,1.0,15992.0,5636.0,6809.0,9183.0,3852.0,1715.0,540.0,630.0,520.0,620.0,21.0,27.0,20.0,27.0,19.0,26.0,Conference USA,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,38241,0.02356109934363641,0
1218,Texas,University of St. Thomas - TX,61.0,2.0,1.0,961.0,343.0,320.0,641.0,220.0,89.0,538.0,623.0,520.0,620.0,20.0,26.0,20.0,25.0,18.0,25.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,3223,0.018926466025442134,0
1219,Texas,University of Texas at Arlington,281.0,5.0,1.0,10485.0,3679.0,4623.0,5862.0,2943.0,847.0,520.0,620.0,520.0,630.0,20.0,27.0,19.0,26.0,19.0,26.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,47899,0.005866510783106119,0
1220,Texas,University of Texas at Austin,2102.0,5.0,1.0,17029.0,8170.0,7374.0,9655.0,6416.0,4397.0,620.0,720.0,610.0,760.0,27.0,33.0,25.0,35.0,26.0,33.0,Big Twelve Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,51832,0.040554097854607195,0
1221,Texas,University of Texas at Dallas,131.0,5.0,1.0,11260.0,4073.0,5995.0,5265.0,3478.0,1704.0,610.0,710.0,630.0,750.0,26.0,33.0,24.0,34.0,26.0,32.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,28755,0.004555729438358546,0
1223,Texas,University of Texas at San Antonio,78.0,5.0,1.0,13113.0,4590.0,5437.0,7676.0,3943.0,1559.0,520.0,620.0,510.0,600.0,19.0,25.0,18.0,24.0,18.0,24.0,Conference USA,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,32264,0.002417555169848748,0
1224,Texas,University of Texas at Tyler,270.0,3.0,1.0,2281.0,843.0,981.0,1300.0,604.0,434.0,540.0,630.0,530.0,610.0,21.0,27.0,21.0,30.0,19.0,26.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,10206,0.026455026455026454,0
1225,Texas,University of Texas Rio Grande Valley,233.0,5.0,1.0,8912.0,4793.0,3623.0,5289.0,2496.0,3389.0,480.0,580.0,470.0,550.0,17.0,22.0,15.0,21.0,17.0,22.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Other,28644,0.00813433877950007,0
1226,Texas,University of the Incarnate Word,128.0,3.0,1.0,5902.0,1012.0,1983.0,3919.0,865.0,135.0,480.0,590.0,470.0,570.0,17.0,23.0,16.0,24.0,16.0,23.0,Southland Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,8263,0.015490741861309451,0
1227,Texas,Wayland Baptist University,265.0,2.0,1.0,619.0,249.0,389.0,230.0,111.0,137.0,440.0,530.0,440.0,530.0,16.0,22.0,14.0,22.0,16.0,23.0,Sooner Athletic Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,4504,0.05883658969804618,1
1228,Texas,West Texas A&M University,801.0,3.0,1.0,3852.0,1335.0,1635.0,2217.0,716.0,856.0,470.0,580.0,470.0,560.0,17.0,23.0,15.0,22.0,17.0,23.0,Lone Star Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,10029,0.07986838169309003,1
